industry,location,position,skillset,interviewtype,gender,candidatelocation,joblocation,interviewvenue,candidatenativelocation,permission,nomeetings,follow,alternativenumber,printout,clearvenue,callletter,expected attendance,observed attendance,marital status
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,bangalore,routine,fresher,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,fresher,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,no,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,kolkata,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,allahabad,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,panjim,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,mumbai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,allahabad,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,not yet,yes,yes,yes,yes,yes,yes,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,kolkata,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,kolkata,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,chennai,not yet,yes,yes,yes,yes,yes,yes,uncertain,no,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,kolkata,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,kolkata,na,na,na,na,na,na,na,uncertain,no,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,yes,yes,no,yes,not yet,yes,yes,uncertain,no,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,cochin,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,pune,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,na,na,na,na,na,na,na,uncertain,no,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,allahabad,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,pune,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,visakapatinam,na,na,na,na,na,na,na,uncertain,no,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,mumbai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,belgaum,no,na,na,na,na,na,na,no,no,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,cochin,na,na,na,na,na,na,na,uncertain,no,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,noida,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,pune,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,pune,yes,yes,yes,no,yes,yes,yes,uncertain,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,patna,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,patna,na,na,na,na,na,na,na,uncertain,no,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,cochin,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,pune,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,cuttack,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,not yet,uncertain,no,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,bangalore,na,na,na,na,na,na,na,uncertain,no,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,kolkata,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,na,na,na,na,na,na,na,uncertain,no,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,female,bangalore,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,allahabad,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,aml/kyc/cdd,scheduled walkin,male,bangalore,bangalore,bangalore,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,no,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,cochin,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,no,yes,yes,yes,uncertain,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,hyderabad,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,bangalore,no,na,na,na,na,na,na,no,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,no,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,no,no,married
bfsi,chennai,routine,cdd kyc,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,not yet,yes,yes,uncertain,yes,single
bfsi,chennai,routine,cdd kyc,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
pharmaceuticals,hyderabad,niche,biosimiliars,scheduled walkin,male,hyderabad,chennai,hyderabad,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,hyderabad,niche,ra label,scheduled walkin,male,hyderabad,chennai,hyderabad,visakapatinam,yes,yes,yes,yes,yes,no,yes,uncertain,no,married
pharmaceuticals,hyderabad,niche,ra label,scheduled walkin,male,hyderabad,chennai,hyderabad,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,hyderabad,niche,ra publishing,scheduled walkin,male,hyderabad,chennai,hyderabad,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,hyderabad,niche,ra publishing,scheduled walkin,female,hyderabad,chennai,hyderabad,hyderabad,na,na,na,na,na,na,na,uncertain,yes,single
pharmaceuticals,hyderabad,niche,ra publishing,scheduled walkin,female,hyderabad,chennai,hyderabad,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,hyderabad,niche,ra publishing,scheduled walkin,male,hyderabad,chennai,hyderabad,chitoor,na,na,na,na,na,na,na,uncertain,no,married
pharmaceuticals,hyderabad,niche,ra publishing,scheduled walkin,male,hyderabad,chennai,hyderabad,hyderabad,no,na,na,na,na,na,na,no,no,married
pharmaceuticals,hyderabad,niche,ra publishing,scheduled walkin,male,hyderabad,chennai,hyderabad,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,hyderabad,niche,emea,scheduled walkin,male,hyderabad,chennai,hyderabad,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,hyderabad,niche,emea,scheduled walkin,male,hyderabad,chennai,hyderabad,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,hyderabad,niche,emea,scheduled walkin,male,hyderabad,chennai,hyderabad,chitoor,na,na,na,na,na,na,na,uncertain,yes,married
pharmaceuticals,hyderabad,niche,biosimiliars,scheduled walkin,male,hyderabad,chennai,hyderabad,anantapur,yes,yes,no,yes,yes,yes,yes,uncertain,yes,married
pharmaceuticals,hyderabad,niche,lcm -manager,scheduled walkin,male,hyderabad,chennai,hyderabad,warangal,no,na,na,na,na,na,na,no,no,married
pharmaceuticals,hyderabad,niche,licensing – ra,scheduled walkin,male,hyderabad,chennai,hyderabad,hyderabad,na,na,na,na,na,na,na,uncertain,yes,married
